,Lista/Pacto,Partido,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
24,AH.NUEVO PACTO SOCIAL,,7.0,"5,07%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
26,PARTIDO DEMOCRATA CRISTIANO,,3.0,"2,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
27,15. NINEN GOMEZ VILLEGAS,PDC,3.0,"2,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
30,PARTIDO SOCIALISTA DE CHILE,,4.0,"2,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,4.0,"2,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
35,AN.DIGNIDAD AHORA,,1.0,"0,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
37,PARTIDO HUMANISTA,,1.0,"0,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"0,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
42,AR.APRUEBO DIGNIDAD,,21.0,"15,22%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
44,CONVERGENCIA SOCIAL,,21.0,"15,22%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,18.0,"13,04%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,3.0,"2,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
50,CANDIDATURA INDEPENDIENTE,,24.0,"17,39%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,24.0,"17,39%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
56,Válidamente Emitidos,,138.0,"87,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
57,Votos Nulos,,4.0,"2,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
58,Votos en Blanco,,12.0,"7,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
59,Total Votación,,157.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V (Descuadrada)
1,AA.CHILE PODEMOS +,,75.0,"56,39%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,40.0,"30,08%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,40.0,"30,08%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
7,UNION DEMOCRATA INDEPENDIENTE,,10.0,"7,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
8,11. SANDRA AMAR MANCILLA,IND-UDI,10.0,"7,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
11,RENOVACION NACIONAL,,25.0,"18,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,25.0,"18,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
16,AB.PARTIDO DE LA GENTE,,10.0,"7,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
18,PARTIDO DE LA GENTE,,10.0,"7,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,7.0,"5,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,3.0,"2,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
24,AH.NUEVO PACTO SOCIAL,,10.0,"7,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
26,PARTIDO DEMOCRATA CRISTIANO,,4.0,"3,01%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
27,15. NINEN GOMEZ VILLEGAS,PDC,4.0,"3,01%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
30,PARTIDO SOCIALISTA DE CHILE,,6.0,"4,51%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,6.0,"4,51%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
35,AN.DIGNIDAD AHORA,,3.0,"2,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
37,PARTIDO HUMANISTA,,3.0,"2,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,3.0,"2,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
42,AR.APRUEBO DIGNIDAD,,12.0,"9,02%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
44,CONVERGENCIA SOCIAL,,12.0,"9,02%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,10.0,"7,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,2.0,"1,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
50,CANDIDATURA INDEPENDIENTE,,23.0,"17,29%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,23.0,"17,29%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
56,Válidamente Emitidos,,133.0,"87,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
57,Votos Nulos,,8.0,"5,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
58,Votos en Blanco,,11.0,"7,24%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
59,Total Votación,,152.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V
1,AA.CHILE PODEMOS +,,83.0,"58,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,38.0,"26,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,38.0,"26,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
7,UNION DEMOCRATA INDEPENDIENTE,,13.0,"9,15%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
8,11. SANDRA AMAR MANCILLA,IND-UDI,13.0,"9,15%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
11,RENOVACION NACIONAL,,32.0,"22,54%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,32.0,"22,54%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
16,AB.PARTIDO DE LA GENTE,,14.0,"9,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
18,PARTIDO DE LA GENTE,,14.0,"9,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,11%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,11.0,"7,75%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
24,AH.NUEVO PACTO SOCIAL,,9.0,"6,34%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
26,PARTIDO DEMOCRATA CRISTIANO,,4.0,"2,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
27,15. NINEN GOMEZ VILLEGAS,PDC,4.0,"2,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
30,PARTIDO SOCIALISTA DE CHILE,,5.0,"3,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,5.0,"3,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
35,AN.DIGNIDAD AHORA,,1.0,"0,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
37,PARTIDO HUMANISTA,,1.0,"0,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"0,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
42,AR.APRUEBO DIGNIDAD,,19.0,"13,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
44,CONVERGENCIA SOCIAL,,19.0,"13,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,10.0,"7,04%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,9.0,"6,34%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
50,CANDIDATURA INDEPENDIENTE,,16.0,"11,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,16.0,"11,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
56,Válidamente Emitidos,,142.0,"88,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
57,Votos Nulos,,5.0,"3,11%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
58,Votos en Blanco,,14.0,"8,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
59,Total Votación,,161.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V
1,AA.CHILE PODEMOS +,,68.0,"59,65%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,34.0,"29,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,34.0,"29,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
7,UNION DEMOCRATA INDEPENDIENTE,,11.0,"9,65%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
8,11. SANDRA AMAR MANCILLA,IND-UDI,11.0,"9,65%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
11,RENOVACION NACIONAL,,23.0,"20,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,23.0,"20,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
16,AB.PARTIDO DE LA GENTE,,6.0,"5,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
18,PARTIDO DE LA GENTE,,6.0,"5,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,6.0,"5,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
24,AH.NUEVO PACTO SOCIAL,,3.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
26,PARTIDO DEMOCRATA CRISTIANO,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
27,15. NINEN GOMEZ VILLEGAS,PDC,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
35,AN.DIGNIDAD AHORA,,3.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
37,PARTIDO HUMANISTA,,3.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,3.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
42,AR.APRUEBO DIGNIDAD,,11.0,"9,65%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,CABO DE HORNOS(EX-NAVARINO),CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V
