,Lista/Pacto,Partido,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
42,AR.APRUEBO DIGNIDAD,,19.0,"18,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
44,CONVERGENCIA SOCIAL,,19.0,"18,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,11.0,"10,58%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,8.0,"7,69%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
50,CANDIDATURA INDEPENDIENTE,,62.0,"59,62%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,62.0,"59,62%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
56,Válidamente Emitidos,,104.0,"76,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
57,Votos Nulos,,2.0,"1,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
58,Votos en Blanco,,11.0,"8,09%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
59,Total Votación,,136.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
1,AA.CHILE PODEMOS +,,36.0,"27,91%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,8.0,"6,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,8.0,"6,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
7,UNION DEMOCRATA INDEPENDIENTE,,7.0,"5,43%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
8,11. SANDRA AMAR MANCILLA,IND-UDI,7.0,"5,43%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
11,RENOVACION NACIONAL,,21.0,"16,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,21.0,"16,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
16,AB.PARTIDO DE LA GENTE,,4.0,"3,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
18,PARTIDO DE LA GENTE,,4.0,"3,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,1.0,"0,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,3.0,"2,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
24,AH.NUEVO PACTO SOCIAL,,2.0,"1,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
26,PARTIDO DEMOCRATA CRISTIANO,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
27,15. NINEN GOMEZ VILLEGAS,PDC,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
30,PARTIDO SOCIALISTA DE CHILE,,2.0,"1,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,2.0,"1,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
35,AN.DIGNIDAD AHORA,,2.0,"1,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
37,PARTIDO HUMANISTA,,2.0,"1,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,2.0,"1,55%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
42,AR.APRUEBO DIGNIDAD,,21.0,"16,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
44,CONVERGENCIA SOCIAL,,21.0,"16,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,10.0,"7,75%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,11.0,"8,53%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
50,CANDIDATURA INDEPENDIENTE,,64.0,"49,61%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,64.0,"49,61%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
56,Válidamente Emitidos,,129.0,"90,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
57,Votos Nulos,,6.0,"4,23%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
58,Votos en Blanco,,7.0,"4,93%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
59,Total Votación,,142.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,131V
1,AA.CHILE PODEMOS +,,36.0,"31,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,9.0,"7,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,9.0,"7,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
7,UNION DEMOCRATA INDEPENDIENTE,,9.0,"7,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
8,11. SANDRA AMAR MANCILLA,IND-UDI,9.0,"7,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
11,RENOVACION NACIONAL,,18.0,"15,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,18.0,"15,52%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
16,AB.PARTIDO DE LA GENTE,,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
18,PARTIDO DE LA GENTE,,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
24,AH.NUEVO PACTO SOCIAL,,4.0,"3,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
26,PARTIDO DEMOCRATA CRISTIANO,,2.0,"1,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
27,15. NINEN GOMEZ VILLEGAS,PDC,2.0,"1,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
30,PARTIDO SOCIALISTA DE CHILE,,2.0,"1,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,2.0,"1,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
35,AN.DIGNIDAD AHORA,,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
37,PARTIDO HUMANISTA,,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,3.0,"2,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
42,AR.APRUEBO DIGNIDAD,,14.0,"12,07%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
44,CONVERGENCIA SOCIAL,,14.0,"12,07%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,10.0,"8,62%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,4.0,"3,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
50,CANDIDATURA INDEPENDIENTE,,56.0,"48,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,56.0,"48,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
56,Válidamente Emitidos,,116.0,"94,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
57,Votos Nulos,,5.0,"4,07%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
58,Votos en Blanco,,2.0,"1,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
59,Total Votación,,123.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,132V
1,AA.CHILE PODEMOS +,,49.0,"32,24%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,7.0,"4,61%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,7.0,"4,61%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
7,UNION DEMOCRATA INDEPENDIENTE,,15.0,"9,87%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
8,11. SANDRA AMAR MANCILLA,IND-UDI,15.0,"9,87%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
11,RENOVACION NACIONAL,,27.0,"17,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,27.0,"17,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
16,AB.PARTIDO DE LA GENTE,,11.0,"7,24%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
18,PARTIDO DE LA GENTE,,11.0,"7,24%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,5.0,"3,29%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,6.0,"3,95%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
24,AH.NUEVO PACTO SOCIAL,,7.0,"4,61%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
26,PARTIDO DEMOCRATA CRISTIANO,,4.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
27,15. NINEN GOMEZ VILLEGAS,PDC,4.0,"2,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"1,97%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"1,97%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
35,AN.DIGNIDAD AHORA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
37,PARTIDO HUMANISTA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
42,AR.APRUEBO DIGNIDAD,,22.0,"14,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
44,CONVERGENCIA SOCIAL,,22.0,"14,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,17.0,"11,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"3,29%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
50,CANDIDATURA INDEPENDIENTE,,63.0,"41,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,63.0,"41,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
56,Válidamente Emitidos,,152.0,"91,02%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
57,Votos Nulos,,7.0,"4,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
58,Votos en Blanco,,8.0,"4,79%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
59,Total Votación,,167.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,133V
1,AA.CHILE PODEMOS +,,36.0,"28,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,11.0,"8,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,11.0,"8,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
7,UNION DEMOCRATA INDEPENDIENTE,,6.0,"4,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
8,11. SANDRA AMAR MANCILLA,IND-UDI,6.0,"4,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
11,RENOVACION NACIONAL,,19.0,"15,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,19.0,"15,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
16,AB.PARTIDO DE LA GENTE,,9.0,"7,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
18,PARTIDO DE LA GENTE,,9.0,"7,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,40%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,6.0,"4,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
24,AH.NUEVO PACTO SOCIAL,,5.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"0,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"0,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
30,PARTIDO SOCIALISTA DE CHILE,,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
35,AN.DIGNIDAD AHORA,,2.0,"1,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
37,PARTIDO HUMANISTA,,2.0,"1,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,2.0,"1,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
42,AR.APRUEBO DIGNIDAD,,17.0,"13,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
44,CONVERGENCIA SOCIAL,,17.0,"13,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,13.0,"10,40%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,4.0,"3,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
50,CANDIDATURA INDEPENDIENTE,,56.0,"44,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,56.0,"44,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
56,Válidamente Emitidos,,125.0,"88,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
57,Votos Nulos,,8.0,"5,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
58,Votos en Blanco,,9.0,"6,34%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
59,Total Votación,,142.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,134V
1,AA.CHILE PODEMOS +,,28.0,"25,23%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,135V
